,Sugar,Ginger,Milk 3 Fat,TEA POWDER,Green Elaichi,Eggs,Maida,Salt Tata,Refind Oil,Atta,Clams,Mango Pulp,Curd Mother Dairy,Onion,Cucumber,Green Chilly,Beetroots,Jeera Powder,Potato,Cauliflower,Peel Garlic,Garam Masala,Ghee Nandani,Haldi Powder,Kasuri Methi,Kitchen King,Coriander Leaves,Rai,BASMATI RICE,Amul Cream,Chat Masala,Jeera Whole,Methi (w),Coconut Milk Powder,Lemon,Boondi,Jal Jeera,Kokum,Banana Leaf,Coconut Big,Dhaniya Whole,Bedki Chilli Dry,Chicken Breast Bonless,Capsicum,Badi Sunf,Dry Ginger,Kashmiri Chilli,Cinnamon (dalchini),Carrots,GREEN PEAS,FRESH BEANS,Malai Paneer,Laung,Javantry,Star Fool,Tej Patta,Kaju Tukda,Rose Water,Kewra Water,Basmati Rice,Mint Leaves,Chicken Masala,Sesame Oil,Soya Sauce LLK,Aromatic Powder,Veg Oyester Sauce,Chicken Leg Bonless,Coconut Oil,Strawberry Ice Cream,Besan,Broccoli,Asparagus,Baby Corn,Corn Flour,Green Zucchini,Tomato Ketchup,Bell Pepper Red,Water Chestnuts,Bell Papper Yellow,White Pepper Powder,Butter Amul,POHA,Appam Rice,Eno Regular,American Corn,Capsico Sauce,Fresh Red Chilly,Black Pepper Whole,Toor Dal,Pista,ALMOND,Fresh Milk (tabela),MAIDA,Jaiphal,CORN FLOUR,ROSE WATER,White Vinegar,Ajwain,Malai Kulfi,Mango Slice Kulfi,Papad big,Kabuli Chana,Bread Slice,CELERY LEAVES,CHANA DAL,Cheese Amul,Veg Mayonnaise,Iceberg Lettuce,Fresh Cream,BABY CORN,Cabbage,Dijon Mustard,Pineapple Fruit,Rawas Fish,Sev,Papdi,Mutton Big Raan,COCONUT DRY,Methi Fresh,Pok Choy,Potato Starch,Fresh Mushroom,Honey,Chana Dal,Rajma Chitra,Tomato Puree,Black Urad Whole,RAI,Celery Leaves,Kaju Whole,Medium Prawns,Green Curry Paste,Green Peas,Fresh Beans,Hoisin Sauce,Surmay Fish,MOONG DAL,Curd,APPLE,PAPAYA,8 To 9 Sauce,Kashmiri Chilli Powder,BELL PAPPER YELLOW,Bhavnagri Chilly,Yellow Chilli Powder,Peri Peri Masala,Fresh Basil,Shiitake Mushroom,Crab Meat,Sevai,Wonton Patta,Hing Powder,Shao Hsing Vinegar,Pomfret,Millennium Kulfi,RICE ATTA,Gulab Badam Slice Kulfi,Kesar Pista Kulfi,Kalonji,AMERICAN CORN,Papad Big,Vanilla Md Ice Cream,Baby Potato,Baby corn,Karela,Indian Chives,Squid,Prawns Frozen 70/80,Bread Crumbs Penko,Kikkoman Soya,Bbq Sauce,Black Pepper Powder,Lady Finger,Aalu Bukhara (plum),Chocolate Ice Cream,Imli,Lemon Grass,Tom Yum Cube,Green Corn,Sweet Corn Cream,PINEAPPLE FRUIT,Roasted Almond Slice Kulfi,METHI FRESH,Apple,Bean Sprouts,Green Peppercorn,Baking Powder,Butter Scotch Ice Cream,Tofu,Glass Noodles,Frut Overload Ice Cream,Bombil,Maggi Seasoning Sauce,Kafir Lemon Leaves,Madras Curry Powder,Chinese Cabbage,Moong Dal,Olive Oil,Plum Sauce,Mustard Kasundi 1000gm,Worcestershire Sauce Kalvert (bar),Makai Atta,Black Till,Black Fungus,Black Beans Seed,Sambal Oleal Sauce,Crab Whole Big,Green Olive Slice,Lemon Leaves,maida,sugar,atta,curd,coriander leaves,ghee,bajra,rice atta,jeera powder,cucumber,olive oil,american corn,cherry tomato,risotto rice,ginger,cauliflower,kitchen king,rai,onion,toor dal,moong whole,sev,chat masala,milk,besan,mint leaves,green chilly,garlic powder,iceberg lettuce,potato,mawa,black dal,chana dal,ajwain,green peas,boondi,capsicum,sama rice,kabuli chana,baby corn,mustard oil,lemon,sabudana,coconut milk,garam masala,lapsi,kasuri methi,tomato ketchup,baked beans,baby potato,khichiya papad,almond,amul cream,orange,feta cheese,lady finger,honey,keel patta,white pepper powder,lemon grass,lemon leaves,coconut milk powder,Green Garlic,Wasabi Tube,Bamboo Shoots,AJWAIN
2023-10-04,789.0,104.0,500.0,10.0,26.15,481.0,3771.0,885.0,1075.0,2400.0,300.0,50.0,637.0,675.0,100.0,507.0,100.0,60.0,395.0,420.0,1637.0,214.0,1358.0,208.0,96.0,164.0,449.0,0.0,0.0,2480.0,435.0,284.0,10.0,88.0,227.0,0.0,0.0,102.0,1.0,100.0,27.0,35.0,1800.0,1780.0,2.0,0.0,54.0,6.0,590.0,610.0,770.0,7565.0,4.0,2.0,2.0,2.0,60.0,20.0,10.0,2700.0,29.0,20.0,0.0,257.0,78.0,225.0,6100.0,0.0,0.0,100.0,730.0,60.0,350.0,327.0,220.0,190.0,465.0,120.0,465.0,19.0,609.0,10.0,1400.0,5.0,710.0,18.0,142.0,81.0,600.0,13.0,18.0,1015.0,5.0,1.0,52.5,9.5,7.5,0.0,2.0,0.0,80.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,50.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,140.0,180.0,22.0,1370.0,0.0,350.0,350.0,700.0,1050.0,0.0,30.0,40.0,0.0,0.0,16.0,220.0,40.0,0.0,43.0,0.0,0.0,0.0,0.0,2.0,200.0,100.0,0.0,0.0,180.0,30.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,100.0,30.0,0.0,0.0,600.0,40.0,120.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,2.0,0.0,2.0,180.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.8999999999999999,0.068,0.44,0.72,0.218,1.1800000000000002,0.35,0.3,0.152,0.0,0.26,0.04,0.05,0.0,0.055,0.5599999999999999,0.101,0.006,1.022,1.05,0.0,0.0,0.022,1.0,0.06,0.008,0.008,0.02,0.06,0.405,0.0,0.1,0.05,0.0,0.33,0.0,0.182,0.0,0.0,0.007,0.08,0.03,0.5,0.0,0.004,0.2,0.0,0.0,0.0,0.5,0.03,0.024,0.0,0.0,0.02,0.0,0.0,0.0,0.006,0.12,0.008,0.24,0.0,0.0,0.0,0.0
2023-10-05,1147.0,53.0,425.0,0.0,21.0,530.0,3936.0,956.0,1075.0,2900.0,0.0,0.0,546.0,760.0,20.0,569.0,0.0,10.0,1900.0,890.0,1736.0,178.0,1342.0,223.0,106.0,172.0,610.0,0.0,180.0,2544.0,472.0,300.0,0.0,1040.0,42.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,300.0,2700.0,0.0,0.0,30.0,4.0,1010.0,1180.0,1720.0,11250.0,4.0,0.0,2.0,0.0,274.0,14.0,0.0,4100.0,62.0,20.0,0.0,255.0,62.0,195.0,6860.0,0.0,0.0,50.0,270.0,60.0,120.0,267.0,180.0,310.0,500.0,60.0,500.0,14.0,671.0,0.0,700.0,0.0,900.0,10.0,92.0,64.0,1800.0,11.0,6.0,1990.0,10.0,2.0,105.0,18.0,20.0,0.0,6.0,1.0,60.0,500.0,405.0,4.0,0.0,375.0,100.0,100.0,100.0,400.0,20.0,0.0,10.0,0.0,10.0,10.0,0.0,100.0,820.0,180.0,18.0,630.0,0.0,350.0,350.0,700.0,1050.0,0.0,10.0,80.0,0.0,0.0,124.0,200.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,250.0,100.0,0.0,0.0,50.0,25.0,0.0,20.0,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.44,0.22,1.4200000000000002,4.12,0.195,2.9,0.0,0.15,0.242,0.002,0.18,0.16,0.02,0.0,0.032,0.136,0.20299999999999999,0.017,1.17,1.55,0.0,0.1,0.044,2.0100000000000002,0.1,0.0,0.004,0.0,0.41,0.01,0.1,0.0,0.0,0.16,0.992,0.05,0.16,0.0,0.0,0.014,0.21,0.09,0.0,0.07,0.002,0.0,0.02,0.01,0.0,0.0,0.03,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.012,0.36,0.0,0.0,0.0,0.0
2023-10-06,750.0,77.0,590.0,0.0,11.0,423.0,3296.0,820.0,1088.0,2075.0,0.0,0.0,152.0,670.0,70.0,555.0,50.0,0.0,450.0,250.0,1749.0,169.0,1040.0,226.0,106.0,168.0,653.0,0.0,180.0,3020.0,524.0,309.0,0.0,242.0,137.0,0.0,0.0,0.0,0.0,60.0,35.0,45.0,2230.0,1580.0,0.0,0.0,44.0,4.0,360.0,950.0,400.0,9160.0,4.0,2.0,2.0,2.0,100.0,20.0,10.0,4100.0,125.0,24.0,2.0,199.0,68.0,165.0,6440.0,10.0,0.0,0.0,680.0,60.0,30.0,275.0,165.0,135.0,300.0,20.0,300.0,22.0,590.0,0.0,700.0,0.0,1300.0,22.0,106.0,14.0,600.0,4.0,0.0,565.0,5.0,1.0,152.5,10.5,7.5,5.0,6.0,1.0,70.0,0.0,408.0,4.0,0.0,160.0,25.0,100.0,0.0,300.0,0.0,0.0,0.0,0.0,10.0,10.0,1740.0,100.0,380.0,175.0,20.0,830.0,0.0,300.0,300.0,600.0,900.0,0.0,10.0,20.0,0.0,0.0,206.0,150.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,300.0,100.0,0.0,0.0,100.0,40.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,20.0,1.0,2.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,4.0,0.0,0.0,200.0,0.0,0.0,5.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.0,0.0,0.0,0.0,0.0,120.0,1000.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.12,0.094,1.9000000000000001,1.51,0.21,1.7000000000000002,0.0,0.0,0.076,0.0,0.1,0.04,0.0,0.22,0.043000000000000003,0.383,0.065,0.018000000000000002,0.776,0.8999999999999999,0.0,0.03,0.03,0.2,0.0,0.0,0.012,0.0,0.36,0.245,0.21000000000000002,0.1,0.05,0.0,0.876,0.0,0.14600000000000002,0.0,0.0,0.007,0.0,0.0,0.0,0.07,0.006,0.0,0.028,0.0,0.0,0.0,0.03,0.0,0.0,0.4,0.02,0.0,0.0,0.0,0.018000000000000002,0.12,0.008,0.24,0.0,0.0,0.0,0.0
2023-10-07,1319.0,168.0,720.0,10.0,28.0,809.0,6701.0,1410.0,1722.0,4075.0,0.0,50.0,1235.0,1040.0,10.0,863.0,50.0,60.0,810.0,1240.0,2706.0,257.0,2012.0,334.0,158.0,252.0,1025.0,0.0,0.0,2740.0,720.0,414.0,5.0,1898.0,187.0,10.0,20.0,0.0,0.5,50.0,25.0,75.0,5030.0,3075.0,0.0,0.0,163.0,4.0,1290.0,1200.0,2170.0,11700.0,4.0,2.0,7.0,2.0,280.0,12.0,10.0,4100.0,147.0,20.0,6.0,465.0,138.0,240.0,10200.0,0.0,15.0,300.0,750.0,60.0,600.0,557.0,175.0,240.0,560.0,200.0,560.0,53.0,879.0,0.0,500.0,5.0,420.0,30.0,215.0,57.0,1800.0,8.0,0.0,1990.0,10.0,2.0,155.0,16.0,20.0,0.0,6.0,0.0,90.0,1000.0,1204.0,4.0,0.0,730.0,0.0,0.0,0.0,500.0,470.0,0.0,0.0,20.0,10.0,10.0,1380.0,50.0,700.0,165.0,45.0,1930.0,0.0,400.0,400.0,840.0,1200.0,1.0,70.0,20.0,350.0,0.0,352.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,200.0,0.0,0.0,80.0,239.0,70.0,50.0,20.0,90.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,500.0,0.0,0.0,12.0,10.0,20.0,320.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,1.0,0.0,20.0,10.0,120.0,0.0,4.0,2.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,115.0,0.0,0.0,0.0,1.48,0.23800000000000002,1.4200000000000002,2.61,0.19,1.945,0.35,0.0,0.174,0.6,0.32,0.04,0.0,0.0,0.034,0.45,0.138,0.024,1.1740000000000002,1.3499999999999999,0.0,0.0,0.028,0.75,0.0,0.0,0.0,0.0,0.13,0.09,0.2,0.0,0.0,0.0,1.12,0.0,0.374,0.2,0.4,0.007,0.13,0.09,0.30000000000000004,0.0,0.011,0.0,0.038,0.0,0.02,0.0,0.03,0.012,0.0,0.0,0.0,0.6,0.0,0.0,0.006,0.24,0.016,0.48,0.0,0.0,0.0,0.0
2023-10-08,1299.0,181.0,1045.0,20.0,42.0,1034.0,7831.0,1863.0,2154.0,4475.0,0.0,50.0,1510.0,1385.0,70.0,1219.0,100.0,90.0,2515.0,1780.0,3779.0,385.0,2434.0,453.0,226.0,384.0,1198.0,0.0,0.0,5510.0,1105.0,634.0,5.0,1234.0,182.0,10.0,20.0,0.0,0.5,50.0,7.0,20.0,2700.0,4150.0,2.0,0.0,190.0,20.0,1390.0,1650.0,2060.0,20935.0,18.0,6.0,6.0,6.0,157.0,40.0,30.0,8100.0,77.0,60.0,0.0,423.0,124.0,235.0,9140.0,30.0,0.0,300.0,440.0,40.0,310.0,560.0,160.0,440.0,405.0,20.0,405.0,39.0,1291.0,0.0,300.0,0.0,1910.0,26.0,193.0,78.0,600.0,14.0,12.0,420.0,10.0,2.0,215.0,24.0,10.0,5.0,5.0,0.0,90.0,2000.0,626.0,24.0,0.0,1060.0,100.0,200.0,0.0,1000.0,320.0,0.0,0.0,0.0,30.0,30.0,0.0,100.0,920.0,120.0,40.0,1205.0,15.0,650.0,650.0,1380.0,1950.0,0.0,0.0,60.0,0.0,0.0,150.0,20.0,20.0,1000.0,43.0,0.0,0.0,0.0,0.0,4.0,650.0,200.0,0.0,0.0,132.0,15.0,0.0,20.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1000.0,0.0,900.0,4.0,0.0,60.0,420.0,30.0,0.0,0.0,0.0,80.0,120.0,0.0,2.0,10.0,40.0,30.0,0.0,0.0,0.0,0.0,30.0,8.0,0.0,120.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,90.0,200.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.40800000000000003,3.9400000000000004,8.75,0.454,4.655,0.0,0.44999999999999996,0.648,0.602,0.2,0.0,0.03,0.22,0.146,0.607,0.6,0.026000000000000002,1.958,3.0,0.0,0.13,0.24,3.6,0.03,0.004,0.012,0.01,0.07,0.1,0.3,0.2,0.1,0.0,2.009,0.0,0.34800000000000003,0.0,0.7,0.07,0.59,0.214,0.0,0.07,0.02,0.0,0.132,0.01,0.02,0.5,0.03,0.108,0.04,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.24,0.016,0.48,0.0,0.0,0.0,0.0
2023-10-09,863.0,119.0,975.0,60.0,44.0,339.0,3306.0,725.0,925.0,2000.0,0.0,0.0,192.0,705.0,220.0,508.0,50.0,0.0,975.0,800.0,1581.0,227.0,1182.0,201.0,98.0,176.0,450.0,0.0,0.0,2860.0,394.0,214.0,15.0,1244.0,42.0,0.0,0.0,0.0,1.0,150.0,14.0,30.0,500.0,1600.0,4.0,0.0,15.0,8.0,890.0,1110.0,1650.0,8205.0,4.0,2.0,6.0,2.0,154.0,20.0,10.0,300.0,14.0,12.0,0.0,203.0,46.0,15.0,4060.0,0.0,0.0,100.0,130.0,10.0,140.0,295.0,20.0,70.0,165.0,60.0,165.0,11.0,655.0,0.0,200.0,0.0,680.0,8.0,125.0,16.0,600.0,7.0,6.0,565.0,5.0,1.0,112.5,4.5,7.5,5.0,0.0,0.0,30.0,1500.0,206.0,4.0,0.0,100.0,50.0,0.0,0.0,300.0,0.0,0.0,10.0,0.0,0.0,0.0,2040.0,50.0,640.0,20.0,16.0,1050.0,0.0,400.0,400.0,800.0,1200.0,0.0,30.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,150.0,200.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,900.0,8.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.060000000000000005,0.68,1.05,0.15,1.175,0.35,0.3,0.081,0.6,0.06,0.04,0.0,0.0,0.01,0.1,0.065,0.028,0.992,1.5,0.0,0.1,0.0,0.4,0.15000000000000002,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.072,0.0,0.55,0.007,0.07,0.09,0.0,0.0,0.004,0.0,0.0,0.01,0.0,0.0,0.012,0.012,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10,521.0,57.0,410.0,10.0,12.0,412.0,3030.0,555.0,732.0,2075.0,600.0,0.0,288.0,555.0,40.0,356.0,0.0,0.0,390.0,400.0,1363.0,104.0,814.0,137.0,68.0,104.0,368.0,0.0,0.0,1380.0,309.0,179.0,0.0,522.0,50.0,10.0,20.0,0.0,0.0,0.0,15.0,40.0,550.0,970.0,0.0,0.0,58.0,0.0,420.0,300.0,650.0,4760.0,0.0,0.0,1.0,0.0,100.0,2.0,0.0,2300.0,70.0,4.0,0.0,165.0,50.0,60.0,5620.0,30.0,0.0,250.0,230.0,10.0,110.0,152.0,50.0,115.0,290.0,20.0,290.0,14.0,422.0,0.0,300.0,0.0,650.0,12.0,136.0,66.0,600.0,0.0,0.0,1290.0,0.0,0.0,150.0,11.0,7.5,0.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,10.0,1400.0,50.0,200.0,30.0,5.0,1370.0,0.0,200.0,200.0,400.0,600.0,0.0,20.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,6.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,120.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.154,0.54,1.8900000000000001,0.119,0.6950000000000001,0.35,0.3,0.066,0.002,0.36000000000000004,0.08,0.03,0.0,0.062,0.07,0.078,0.0,0.326,0.45,0.0,0.0,0.092,0.0,0.03,0.004,0.004,0.01,0.12,0.49,0.0,0.0,0.0,0.0,0.27,0.0,0.186,0.0,0.0,0.007,0.07,0.0,0.3,0.0,0.002,0.0,0.032,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-11,1327.0,132.0,350.0,0.0,26.0,566.0,4492.0,899.0,1184.0,1925.0,0.0,50.0,847.0,1010.0,80.0,586.0,100.0,60.0,745.0,870.0,2226.0,193.0,1270.0,222.0,110.0,188.0,670.0,0.0,0.0,1910.0,458.0,226.0,5.0,432.0,69.0,0.0,0.0,0.0,0.0,50.0,10.0,10.0,2400.0,3480.0,0.0,0.0,81.0,10.0,630.0,300.0,400.0,11365.0,10.0,6.0,6.0,6.0,118.0,30.0,30.0,3200.0,20.0,8.0,0.0,286.0,92.0,185.0,9060.0,0.0,0.0,0.0,405.0,40.0,305.0,435.0,150.0,290.0,460.0,80.0,460.0,34.0,652.0,0.0,500.0,0.0,2430.0,30.0,192.0,47.0,2400.0,27.0,30.0,1565.0,15.0,3.0,107.5,16.5,20.0,0.0,3.0,0.0,170.0,0.0,1208.0,8.0,0.0,620.0,0.0,0.0,0.0,300.0,20.0,0.0,0.0,1000.0,0.0,0.0,4040.0,100.0,10.0,90.0,24.0,790.0,15.0,250.0,250.0,540.0,750.0,1.0,40.0,20.0,200.0,0.0,300.0,20.0,20.0,0.0,129.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,600.0,40.0,100.0,15.0,0.0,20.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,2.0,200.0,0.0,220.0,0.0,0.0,0.0,0.0,40.0,120.0,0.0,0.0,0.0,40.0,30.0,0.0,1.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,1.3,0.257,1.62,3.22,0.165,2.6350000000000002,0.0,0.6,0.155,0.6,0.34,0.0,0.03,0.0,0.07100000000000001,0.376,0.133,0.008,0.758,0.75,0.0,0.1,0.036000000000000004,1.4000000000000001,0.0,0.0,0.004,0.0,0.07,0.525,0.2,0.1,0.05,0.0,0.902,0.15000000000000002,0.16799999999999998,0.0,0.4,0.014,0.09,0.094,0.0,0.14,0.013000000000000001,0.2,0.014,0.01,0.02,0.5,0.006,0.036000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.012,0.12,0.008,0.24,0.0,0.0,0.0,0.0
2023-10-12,1544.0,128.0,410.0,10.0,47.0,510.0,3947.0,886.0,1098.0,2125.0,0.0,0.0,248.0,790.0,70.0,528.0,100.0,50.0,1385.0,1000.0,1958.0,182.0,1514.0,207.0,98.0,172.0,566.0,0.0,360.0,2374.0,371.0,264.0,10.0,534.0,209.0,10.0,20.0,102.0,1.0,100.25,10.0,50.0,1500.0,3330.0,0.0,0.0,25.0,14.0,490.0,630.0,700.0,11565.0,14.0,0.0,8.0,0.0,77.0,14.0,0.0,2400.0,64.0,8.0,4.0,330.0,92.0,60.0,6980.0,30.0,0.0,100.0,130.0,20.0,130.0,335.0,10.0,390.0,475.0,40.0,475.0,16.0,662.0,0.0,300.0,0.0,1280.0,16.0,169.0,42.0,0.0,17.0,18.0,2850.0,10.0,2.0,105.0,18.0,25.0,0.0,3.0,0.0,60.0,1500.0,229.0,28.0,5.0,175.0,0.0,0.0,0.0,200.0,20.0,0.0,0.0,0.0,0.0,0.0,1760.0,100.0,660.0,40.0,22.0,1640.0,15.0,300.0,300.0,600.0,900.0,1.0,20.0,44.0,0.0,0.0,100.0,20.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,140.0,40.0,80.0,20.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,4.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,120.0,500.0,2.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.61,0.279,1.5,2.54,0.16899999999999998,2.495,0.35,0.3,0.146,0.6,0.04,0.04,0.0,0.22,0.128,0.07,0.129,0.007,1.034,1.0,0.0,0.0,0.074,1.2000000000000002,0.33,0.004,0.004,0.01,0.23,1.05,0.1,0.2,0.1,0.0,0.62,0.0,0.264,0.0,0.0,0.014,0.09,0.0,0.5,0.0,0.008,0.2,0.048,0.0,0.0,0.0,0.012,0.036000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-13,1636.0,132.0,790.0,0.0,39.05,592.0,5383.0,1351.0,1621.0,2800.0,0.0,0.0,723.0,1270.0,130.0,812.0,150.0,70.0,690.0,1250.0,3124.0,285.0,2232.0,311.0,156.0,288.0,780.0,0.0,180.0,5120.0,663.0,430.0,5.0,1628.0,87.0,20.0,40.0,0.0,0.0,50.25,34.0,45.0,1350.0,3365.0,12.0,2.0,146.0,18.0,1460.0,1720.0,2200.0,14140.0,16.0,4.0,16.0,4.0,167.0,20.0,20.0,5800.0,26.0,16.0,0.0,339.0,106.0,125.0,9510.0,110.0,0.0,150.0,375.0,50.0,325.0,537.0,70.0,565.0,450.0,100.0,450.0,29.0,1270.0,0.0,1100.0,0.0,2130.0,22.0,173.0,29.0,1200.0,6.0,4.0,3295.0,5.0,1.0,102.5,22.5,22.5,5.0,7.0,0.0,80.0,0.0,626.0,24.0,0.0,425.0,150.0,300.0,50.0,700.0,20.0,0.0,0.0,0.0,10.0,10.0,200.0,50.0,990.0,90.0,30.0,1460.0,15.0,850.0,850.0,1740.0,2550.0,0.0,30.0,60.0,0.0,0.0,152.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,250.0,100.0,600.0,0.0,70.0,65.0,0.0,20.0,90.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,200.0,0.0,240.0,500.0,0.0,0.0,2.0,0.0,50.0,200.0,0.0,0.0,0.0,600.0,40.0,240.0,3.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,240.0,60.0,30.0,120.0,500.0,0.0,0.0,0.0,30.0,200.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,2.0,3.86,0.379,2.58,6.71,0.23,1.895,0.35,0.15,0.315,0.0,0.19999999999999998,0.24,0.0,0.0,0.075,0.135,0.309,0.009000000000000001,1.1480000000000001,1.35,0.0,0.0,0.148,4.2,0.0,0.0,0.0,0.0,0.76,0.0,0.30000000000000004,0.2,0.10200000000000001,0.0,1.075,0.05,0.318,0.0,0.8,0.028,0.27,0.154,0.0,0.0,0.006,0.0,0.116,0.0,0.02,0.5,0.042,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.18,0.012,0.36,0.0,0.0,0.0,0.0
